Kommune;Adresse;Bygningsnavn;Fredningsaar;Opfoerelsesaar;beskrivelse
Rudersdal;Skodsborg Strandvej 113;Grevinde Danners Palæ;1950;1852;Den toetages længe med jernaltanen (ældre hus forhøjet og helt ombygget 1852 af Peter Kornerup), mnr. 4a. Grotten i parken ved Grevinde Danners palæ, mnr. 4ai. Fredet 1950.
Rudersdal;Skodsborg Strandvej 123;Villa Rex;1994;1858;Villaen (1858 af J.H. Nebelong for Kong Frederik VII og Grevinde Danner) og det med villaen sammenbyggede tårn (1880). Fredet 1994.
Rudersdal;Søllerødvej 23-25;Mothsgård;1970;1700;Det trelængede anlæg (1700-tallet). Fredet 1970.
Rudersdal;Søllerødvej 30-32;Carlsminde;1918;1750;Hovedbygningen og sidelængen (ca. 1750). Fredet 1918. *
Rudersdal;Søllerødvej 31;Søllerød Præstegård;1970;1794;Den trelængede præstegård samt staldbygningen i nord (ca. 1794). Fredet 1970.*
Rudersdal;Søllerødvej 35;Søllerød Kro;1964;;Bygningerne mod gadekæret og den med disse sammenbyggede vinkelbygninger mod nord. Fredet 1964.*
Rudersdal;Søllerødvej 36-38;Fogedgården;1970;1838;Bindingsværkslængen i syd (1838-49) og den grundmurede længe i nord (ca. 1850). Fredet 1970.*
Rudersdal;Søllerødvej 40;Olufshøj;1970;sidste halvdel af 1700-tallet;Det vinkelbyggede, grundmurede house samt porten med murpiller ud mod Søllerødvej (sidste halvdel af 1700-tallet). Fredet 1970.*
Rudersdal;Vedbæk Stationsvej 20 A;Vedbæk Station;1992;1897;Hovedbygningen, trappehuset og perrontunnelen (1897 af Heinrich Wenck). Fredet 1992.*
Rudersdal;Vedbæk Strandvej 335;Egebakken;1977;1841;Hovedbygningen (1841, veranda 1860), stalden og udhuset (1841). Fredet 1977.*
Rudersdal;Vedbæk Strandvej 341;Enrum;1984;1862;Hovedbygningen med sidefløje og herskabsstalden (1862-64 af J.D. Herholdt) samt Kong Karls Kilde (1786). Fredet 1984.*
Rudersdal;Vedbæk Strandvej 387;Strandbo;1985;1835;Beboelseshuset (de fem nordlige fag ca. 1835, de fire sydlige fag ca. 1860) og udhuset (ca. 1880). Fredet 1985.*
Rudersdal;Øverødvej 2;Søllerød Rådhus;;1942;Rådhusbygningen med park og umiddelbare omgivelser (1942 af Arne Jacobsen og Flemming Lassen) samt annexbygningen mod øst (1967
Rødovre;Korsdalsvej 103;Irmas Kafferisteri;2014;1968;Kafferisteribygningen (1968 af Bent Mackeprang og Thorkel Klerk). Fredet 2014
Rødovre;Nørrekær 22;Vestbad (østlige del);2017;1957;Friluftsanlægget Vestbad bestående af to udendørs svømmebassiner med omgivende flisebelægninger og alle tilhørende konstruktioner, vandlegeplads, den tidligere kioskbygning samt den østlige del af parken (1957-58 af Arkitektkontoret i Rødovre Kommune ved stadsarkitekt Børge T. Lorentzen og landskabsarkitekt C.Th. Sørensen). Fredet 2017
Rødovre;Rødovre Parkvej 140;Rødovre Bibliotek;2010;1967;Rødovre Bibliotek (1967-1970 af arkitekt Arne Jacobsen) med nære omgivelser. Fredet 2010.
Rødovre;Rødovre Parkvej 150;Rødovre Rådhus;1994;1955;Kontorbygningen og den dermed forbundne mødesalsbygning (1955 af Arne Jacobsen) samt rådhusets nære omgivelser (udformet i samarbejde med Eigil Kiær). Fredet 1994.
Samsø;Besser Hovedgade 1;Besser Præstegård;1950;1753;Stuehuset (1753) og den i forlængelse hermed liggende portfløj (før 1753) samt de to udhuslænger og den brolagte gårdsplads. Fredet 1950. Udvidet 1982.*
Samsø;Besser Hovedgade 4;Dyrlægegården;1987;1810;Det vinkelbyggede bindingsværksanlæg bestående af stuehus og udhus (1810). Fredet 1987.
Samsø;Besser Hovedgade 47;Besser Hovedgade 47;1964;;Stuehuset. Fredet 1964.
Samsø;Brundbyvej 23 A;Brundby Stubmølle, tidl;1964;1650;Kolhøj Stubmølle. Stubmøllen (opført 1650 på Endelave, nuværende plads 1817). Fredet 1964.
Samsø;Egevej 27;Egevej 27;1984;1854;Stuehuset (1854). Fredet 1984.*
Samsø;Hjortgyde 2;Hjortgyde 2;1964;1846;Den vinkelformede bygning (stuehuset 1846, vestlængen 1870'erne). Fredet 1964.*
Samsø;Hæderlighedsgyden 15;Hæderlighedsgyden 15;1988;1795;Det fjortenfags bindingsværkshus (1795, ombygget 1832 og 1870). Fredet 1988.*
Samsø;Kaasenvejen 16;Kolby Mølle;1964;1859;Vindmøllen (1859, nuværende plads 1899). Fredet 1964.
Samsø;Kirkevej 10;Kirkevej 10;1987;1700;Bindingsværkslænge (slutn. af 1700-tallet). Fredet 1987.
Samsø;Klokkestræde 2;Klokkestræde 2;1964;1800;Forhuset (beg. af 1800-tallet med anvendelse af ældre bindingsværkstømmer). Fredet 1964.
Samsø;Lisegyden 3;Lisegyden 3;1988;1844;Det ellevefags beboelseshus af bindingsværk (før 1844, ombygget 1864 og ca. 1900). Fredet 1988.*
Samsø;Lygten 3;Lygten 3;1965;1800;Den vinkelformede bygning (forhuset ca. 1800, tilbygget ca. 1940). Fredet 1965.*
Samsø;M.B;Jensensvej 1;1964;1830;Lille Jens' Hus. Forhuset (1830'rne, ombygget 1854). Fredet 1964.
Samsø;Maarup Hovedgade 15;Maarup Hovedgade 15;1973;1780;Østlængen (1780), nord- og vestlængen. Fredet 1973.*
Samsø;Maarup Hovedgade 22;Beyergården;1991;1856;Den firelængede, sammenbyggede gård bestående af stuehus, vestlænge, østlænge (ca. 1794, østlængens østmur opmuret mellem 1886 og 1907) og nordlænge (1856) samt den brolagte gårdsplads. Fredet 1991.*
Samsø;Maren Findsgyde 8;Maren Findsgyde 8;1988;1795;Det ottefags bindingsværkshus (før 1795, ombygget senest 1897). Fredet 1988.
Samsø;Morten Madsensvej 20;Morten Madsensvej 20;1987;1793;Bindingsværkslængens otte vestligste fag (ca. 1793, senere ændringer). Fredet 1987.
Samsø;Morten Madsensvej 22;Morten Madsensvej 22;1987;1793;Bindingsværkslængens 10 østligste fag (ca. 1793, ateliervindue i østgavlen 1947). Fredet 1987.
Samsø;Morten Madsensvej 26;Morten Madsensvej 26;1987;1700;Beboelsesbygningen og det tilbyggede udhus (slutn. af 1700-tallet). Fredet 1987.
Samsø;Nordby Hovedgade 27;Majstangen;1971;;Stangen med det tremastede skib på toppen. Fredet 1971.
Samsø;Nordby Hovedgade 36 (tidl;32);1971;1857;Klokketårnet. Klokketårnet med kampestenssætning (1857 af F.V.S. Jacobsen). Fredet 1971.
Samsø;Per Poulsensvej 8 A;Per Poulsensvej 8 A;1964;1700;Forhuset med udskud (1700-tallet). Fredet 1964.*
Samsø;Slagterivej 5, Strandgården;Ballen Kalkværk;1997;1832;Kalkovnen med den enetages tilbygning (1832). Fredet 1997.
Samsø;Storegade 49;Pillemark;1964;;Forhuset. Fredet 1964.*
Samsø;Tingvej 2 (tidl;Langgade);1964;middelalder;Tranebjerg Kirkelade. Kirkeladebygningen (middelalder). Fredet 1964.*
Samsø;Torup 18 A;Torup 18 A;1987;1800;Bindingsværkslængen (ca. 1800). Fredet 1987.*
Samsø;Ved Kæret 12;Ved Kæret 12;1964;1840;Forhuset (1840). Fredet 1964.
Samsø;Ved Kæret 14;Ved Kæret 14;1964;1834;Forhuset (ca. 1834). Fredet 1964.*
Samsø;Ved Kæret 6;Ved Kæret 6;1964;1849;Forhus (1849) med sidebygning. Fredet 1964.
Samsø;Ved Kæret 8;Ved Kæret 8;1964;1860;Forhus (1860) med sidebygning. Fredet 1964.
Samsø;Vestergyde 3;Vestergyde 3;1998;1700;Den firelængede bondegård med stuehuset (ca. 1880) og de tre længer (1700-tallet), brønden samt pigstensbelægningen på gårdspladsen og ved nordlængens nordside. Fredet 1998.
Samsø;Ørby Hovedgade 19;Ørbygård;1984;1700;Den trelængede bindingsværksgård (slutn. af 1700-tallet). Fredet 1984.*
Silkeborg;Amaliegade 49;Silkeborg Vandtårn;1986;1902;Vandtårnet (1902 af Anton Rosen). Fredet 1986.
Silkeborg;Aunsbjergvej 2 A;Aunsbjerg;1945;1500;Hovedbygningens gamle fløj (ca. 1500-50 og senere). Fredet 1945.
Silkeborg;Aunsbjergvej 6;Liselund;1945;1790;Stuehuset i nord (1790), de to staldbygninger i øst (1915) og vest (1855) samt den trelængede bygning i syd (1830'rne). Fredet 1945.
Silkeborg;Erik Glippingsvej 1;Fischers Hospital;1946;1778;Hospitalsbygningen og udhuset (1778). Fredet 1946.*
Silkeborg;Hovedgårdsvej 7;Silkeborg Hovedgård;1945;1770;Hovedbygningen (1770) med sidebygning i øst samt portpiller. Fredet 1945.
Silkeborg;Marsvinslundvej 10 A;Marsvinslund;1918;1654;Hovedbygningen (1654, forlænget i 1700-tallet). Fredet 1918.*
Silkeborg;Præstevangen 39;Grønbæk Præstegård;1945;1757;Stuehuset (1757) med nyere tilbygning i øst. Fredet 1945.
Silkeborg;Remstrup Å ved Sejsvej;Jernbanebroer (2 stk.) over Remstrup Å;2010;1907;Skanderborg-Silkeborg-broen (1907-08) og Langaa-Silkeborg-broen (1907-08) med brofæster i granit. Fredet 2010
Silkeborg;Torvet 2 A;Silkeborg Ting- og Arresthus;1978;1857;Ting- og arresthuset (1857 af Hans Chr. Zeltner) med senere tilbygning (1923). Fredet 1978.
Silkeborg;Vinderslevholmvej 56 A-B;Vinderslevholm;1985;1558;Hovedbygningen (antagelig 1558), de to staldbygninger og den brolagte gårdsplads. Fredet 1985.
Skanderborg;Adelgade 13;Skanderborg Præstegård;1919;1740;Forhuset (1740 og senere). Fredet 1919.
Skanderborg;Adelgade 19;Amtsgården;1919;1804;Forhuset (1804 af Peder Quist). Fredet 1919. *
Skanderborg;Adelgade 38;Skanderborg Rådhus;1978;1860;Rådhuset med sidebygning (1860 af Hans Chr. Zeltner). Fredet 1978. *
Skanderborg;Klostervej 3;Ry Station;1992;1871;Hovedbygningen (1871 af N.P. Holsøe, ombygget 1901 af Heinrich Wenck), det hermed sammenbyggede pakhus (1924 af K.T. Seest) og ahorntræet ved hovedbygningens nordgavl. Fredet 1992.
Skanderborg;Oddervej 80;Dansepavillonen ved Vestermølle;2004;;Dansepavillonen ved Vestermølle. Fredet. 2004.
Skanderborg;Præstegaardsvej 1-3;Sjelle Præstegård;1980;1853;Stuehuset i nord (1853, ombygget 1949 og 1956) samt vestlængen. Fredet 1980.*
Skanderborg;Ringklostervej 18;Ring Kloster;1981;1750;Agerumsladen (ca. 1750-1800). Fredet 1981.*
Skanderborg;Slotsholmen 4, Slotsbanken;Frederik VI's Minde;1971;1842;Monumentet (1842-45 af Bertel Thorvaldsen og G.F. Hetsch). Fredet. 1971.
Skanderborg;Wedelslundvej 2;Wedelslund;1945;1720;Den trefløjede hovedbygning (ca. 1720 og 1828). Fredet 1945.
Skive;Astrup Allé 1;Astrup Hovedgård;1918;1773;Hovedbygningen (1773) og den dermed sammenbyggede toetages pavillonbygning mod øst (1786) samt, beliggende parallelt med hovedbygningen og symmetrisk på hver side af adgangsvejen til denne, de to småhuse hvert sammenbygget med hegnsmur og forbundet med en lille portbygning ud til vejen (ca. 1800). Fredet 1918. Udvidet 1964.*
Skive;Borgen 6 A;Spøttrup;1918;1500;Den trefløjede hovedbygning med spærremur og porttårn samt de omgående volde og grave (ca. 1500, 1579 ff.). Fredet 1918.*
Skive;Eskjærvej 21;Eskjær;1918;1761;Den trelængede hovedbygning med omgivende grave (opf. 1761 på middelalderlige kældre). Fredet 1918.*
Skive;Heden 19;Ny Spøttrupgård;2011;1870;Stuehuset med tilhørende mure mod syd og øst, stald, lade (1870-1890) samt pigstensbelægningen foran stuehuset og granitstenen ved indkørslen. Fredet 2011
Skive;Hejlskovvej 15;Ørslev Kloster;1918;1500;Den trefløjede hovedbygning samt murene ved kirkens apsis (ca. 1500, ombygget i 1700-tallet) og portnerboligen (beg. af 1800-tallet). Fredet 1918. Udvidet 1985.*
Skive;Jenlevej 6;Jenle;1982;1906;Hovedbygningen med sidefløj, stald og lade (1906-1907 af Povl Baumann), den græsbevoksede gårdsplads, haveanlægget (1906 af havearkitekt G.N. Brandt), det i haveanlægget stående mindesmærke over Jeppe Aakjær (1907 af billedhugger Niels Hansen Jacobsen) og lysthuset med ildsted.Fredet 1982. Udvidet 1988 og 1992.
Skive;Jungetgårdvej 26;Jungetgård;1918;1548;Den vinkelformede hovedbygning med spærremur mod sydøst (ca. 1548) og de omgivende voldgrave. Fredet 1918. Udvidet 1964.
Skive;Krabbesholm Allé 15;Krabbesholm;1918;1700;Hovedbygningen (ca. 1560 af Villestrupmesteren) med de to sidefløje (1700-tallet) samt bindingsværkslængen nordwest for hovedbygningen (mellem 1755 og 1773). Fredet 1918. Udvidet 1985.*
Skive;Kåsvej 44;Kås;1918;1635;Hovedbygningen (1635). Fredet 1918.
Skive;Langesgaardvej 3;Langesgaard;2005;1870;Det fritliggende stuehus (1870 af Julius Tholle), de tre sammenbyggede avlslænger (1908-1933) omkring gårdspladsen samt porten mellem stuehuset og sydlængen. Fredet 2005.
Skive;Sdr;Boulevard 1A;2017;middelalder;Gammel Skivehus. Kampestenskælderen under østfløjen (middelalder). Fredet 2017
Skive;Strandetvej 49;Strandet;1918;1798;Hovedbygningen (ældre enetages bygning ombygget i 1798). Fredet 1918.*
Skive;Stårupgårdvej 10;Stårupgård;1918;1550;Hovedbygningen (ca. 1550). Fredet 1918.*
Skive;Østergårdsvej 1;Salling Østergård;1918;1516;Den firefløjede hovedbygning (vestfløj 1516, sydfløj ca. 1530-40, øst- og nordfløje ca. 1550). Fredet 1918.
Slagelse;Algade 11;Den gamle Købmandsgård, Skælskør;1981;1853;Forhuset mod Algade (før 1761, ombygget 1854) og de dermed sammenbyggede og i forlængelse af hinanden opførte tre sidebygninger (1853-54) samt tværbygningen (ca. 1775) med tilbygning (ca. 1890) og brolægningen i det forreste gårdsrum. Fredet 1981.*
Slagelse;Algade 18;Algade 18, Korsør;1982;1860;Forhuset (ca. 1860). Fredet 1982.*
Slagelse;Algade 2;Peder Reedtz' Gård, Skælskør;1918;1600;Forhuset (ca. 1600 og senere) og de to sammenbyggede sidehuse mod Strandgade (ndr. hus mellem 1854 og 1867, sdr. hus 1851) samt den brolagte gårdsplads. Fredet 1918. Udvidet 1986.*
Slagelse;Algade 22;Algade 22, Korsør;1949;1700;Forhus med dertil stødende bindingsværkssidehus (første halvdel af 1700-tallet).Fredet 1949.*
Slagelse;Algade 25 A;Kongegården;1918;1761;Forhuset (1761). Fredet 1918.*
Slagelse;Algade 27;Algade 27, Korsør;1948;1800;Forhuset (beg. af 1800-tallet). Fredet 1948.*
Slagelse;Algade 31;Stapels Gård, Korsør;1918;1667;Forhuset og det dermed sammenbyggede sidehus (1667).Fredet 1918. Udvidet 1977.*
Slagelse;Bjergbygade 11;Acciseboden i Slagelse;1918;1783;Bindingsværksbygningen (1783, formentlig af J.F. Bonier). Fredet 1918.
Slagelse;Borrebyvej 45-49;Borreby;1918;1598;Dobbeltvoldstedet med grave og broer, hovedbygningens nordfløj (1598), østfløj (1639), sydfløj (1642) og vestfløj med portgennemkørsel (1649, ombygget 1781 og 1850) og den vest derfor liggende vognportbygning og tinghuset samt laden langs nordre grav og samtlige bygninger langs søndre grav.Fredet 1918. Udvidet 1954.*
Slagelse;Bredegade 7 A-D;Slagelse Hospital;1924;1500;Hospitalets middelalderlige del (ca. 1500) og det firefløjede anlæg med tilbygning mod sydvest (nordfløj mod Bredgade 1769, forhøjet 1877 af J.D. Herholdt, østfløj 1870 af Christian Hansen, sydfløj 1848 af Jørgen Hansen Koch). Fredet 1924. Udvidet 1969, 1977.*
Slagelse;Esholtevej 102 A;Kirkerup Kirkelade;1964;1450;Kirkeladebygningen (1450-1500). Fredet 1964.
Slagelse;Espevej 56;Espe;1949;1822;Hovedbygningen (formentlig 1700-tallet, forhøjet og ombygget 1848) samt alle andre mod den store gårdsplads liggende bygninger (1822). Fredet 1949.*
Slagelse;Falkensteenvej 20;Falkensteen;1950;1775;Hovedbygningen (1775) og laden med det hvælvede stråtag (1862).Fredet 1950. Udvidet 1964.*
Slagelse;Fladholtevej 6;Skovsgaard Mølle;1964;1820;Vindmøllen (ca. 1820). Fredet 1964.
Slagelse;Gammelgade 4;Den gamle Latinskole, Skælskør;1918;1525;Forhuset (ca. 1525, opr. kirkelade). Fredet 1918.
Slagelse;Gammeltorv 13;Skælskør tidl;2001;1896;Rådhus. Skælskør tidl. råd-, ting- og arresthus med det tilhørende udhus, de tre indre gårde og de omsluttende mure (1896 af F.C.C. Hansen). Fredet 2001.
Slagelse;Gl;Banegårdsplads 8-10 (tidl;1992;1906;Banegårdspladsen 8-10). Korsør Station. Hovedbygningen og kioskbygningen (1906 af Heinrich Wenck). Fredet 1992.*
Slagelse;Gyldenholmvej 8;Gyldenholm;1978;1863;Hovedbygningen (1863-64 af J.D. Herholdt). Fredet 1978.
Slagelse;Havnevej 1-3;Husene ved broen, Skælskør;1978;1820;De to bindingsværkshuse (ca. 1820). Fredet 1978.*
Slagelse;Havnevej 5;Havnevej 5, Skælskør;1988;1849;Det toetages, grundmurede house (1849, tidl. sidehus til Algade 3B). Fredet 1988. *
Slagelse;Holsteinborgvej 130;Holsteinborg;1918;1647;Den firefløjede hovedbygning (nordfløjen 1598, de øvrige fløje 1639-49) og i avlsgården: portlængen mod nord med bro og flankemure (1647, genopført efter brand 1980) og den med portlængen sammenbyggede lade (1651), vestlængen (ca. 1650, ombygget 1890, genopført efter brand 1980) samt sydlængens to bygninger (1647, senere forlænget mod øst), endvidere de bevarede dele af voldgraven nord og sydvest for gården. Fredet 1918. Udvidet 1952.*
Slagelse;Kanehøj-Møllevej 53;Kanehøj Mølle;2016;1881;Vindmølle og maskinhus (1881). Fredet 2016
Slagelse;Lygtebakken 19;Halsskov Kulfyr;1959;1801;Det ottekantede fundament med fire trapper, sokkel og jernkurv (1801 af Joseph Guione). Fredet 1959.
Slagelse;Marsk Stigsvej 150 A og 150;Tårnholm;1949;1798;Hovedbygningen og de foran denne liggende to bindingsværkslænger (1798). Fredet 1949.
Slagelse;Nytorv 3;Nytorv 3, Skælskør;1979;1819;Længen mod Nytorv (1819). Fredet 1979.*
Slagelse;Næsbyvej 24;Ågård;1987;1850;Den firefløjede, stråtækte gård og den brolagte gårdsplads (stuehus ca. 1850, staldlænger fra anden halvdel af 1700-tallet). Fredet 1987.*
Slagelse;Rosengade 4 B;Den gamle Latinskole, Slagelse;1918;1500;Forhuset (ca. 1500). Fredet 1918.*
Slagelse;Skovvej 2 A;Acciseboden i Korsør;1918;1785;Acciseboden (ca. 1785 eller ca. 1840). Fredet 1918.
Slagelse;Skovvej 6;Den gamle Lægebolig, Skælskør;1992;1856;Villaen (1856 af Gottlieb Bindesbøll) med tilhørende udhus nordøst for villaen samt det tilhørende haveanlæg skrånende ned mod kystvejen. Fredet 1992. *
Slagelse;Slagelse-Hejninge vejstrækning;Englænder Jernbanebroen;1981;1853;Den trebuede jernbanebro over vestbanen på vejstrækningen Slagelse-Hejninge, 95,822 km fra København (1853). Fredet 1981.
Slagelse;Slotsgade 53;Brænderigården;1918;1810;Forhuset (1810). Fredet 1918.*
Slagelse;Snedinge Møllevej 5;Snedinge Møllevej 5;1992;1927;Den trelængede gård, bestående af et stuehus, to avlslænger, en forbindende mur (1927 af murermester Teisen) samt den brolagte gårdsplads. Fredet 1992 *
Slagelse;Sorterup Kirkevej 2 B;Sorterup Kirkelade (egl;1979;1800;Fattighus). Bindingsværksbygningen (beg. af 1800-tallet). Fredet 1979.
Slagelse;Sprogø 3;Sprogø Fyr;1987;1868;Fyrtårnet og den dermed sammenbyggede fyrassistentbolig (1868, ommuret 1893 og 1991). Fredet 1987.
Slagelse;Store Frederikslund 1;Store Frederikslund;1918;1800;Hovedbygningen (beg. af 1800-tallet, efter forlæg af Andreas Kirkerup). Fredet 1918.
Slagelse;Storebæltsvej 40;Halsskov Revhus;1968;1838;Isbådsstationen (1838) og det hermed sammenbyggede bådehus (1884). Fredet 1968. Udvidet 1982.
Slagelse;Søbatteriet 7-15;Korsør Fæstning;1918;1658;Voldene (1658), det middelalderlige tårn (1200-1400), magasinbygningen (ca. 1600) og kommandantboligen (ca. 1800). Fredet 1918.
Slagelse;Søndre Stationsvej 28 A;Slagelse Station;1992;1891;Hovedbygningen (1891-92 af N.P. Holsøe). Fredet 1992.
Slagelse;Sørby Hovedgade 24;Sørbymagle Andelsmejeri (tidl.);1997;1930;Mejeribygningen, bestyrerboligen og garagen (1930 af David Thomsen). Fredet 1997.
Slagelse;Torvet 1;Ting- og Arresthuset i Korsør;1982;1851;Hovedbygningen med sidefløj (1851 af Frederik Ferdinand Friis). Fredet 1982. *
Slagelse;Tårnborgvej 152-154 og Ørnumvej 4;Tårnborg;1950;1803;Hovedbygningen (1803) og forpagterboligen (1843). Fredet 1950. Udvidet 1982.*
Slagelse;Valbygårdsvej 94, tidl;Valbygårdsvej 88B;1996;1853;Valbygård. Hovedbygningen (1853-55 af L.A. Winstrup og udvidet 1884). Fredet 1996.
Slagelse;Vedbysøndervej 1;Rytterskolen i Vedbysønder;1982;1723;Den stråtækte rytterskole (1723, ombygget 1870 og 1927). Fredet 1982.*
